query,intent,entities
Transfer 58123 on 06/04/2024 to account 218073243,transfer_money,"{'account_number': '218073243', 'amount': '58123', 'date': '06/04/2024'}"
Stop cheque number 883171,stop_cheque,{'cheque_number': '883171'}
Transfer 59859 to account 309152921,transfer_money,"{'account_number': '309152921', 'amount': '59859'}"
What is today's forex rate for USD?,forex_inquiry,{}
Withdraw 18108 from ATM,withdraw_money,{'amount': '18108'}
Open fixed deposit account,open_account,{}
Convert 100 USD to INR,forex_inquiry,{}
Tell me about my credit card status,card_inquiry,{}
Where is the nearest branch?,branch_locator,{}
Where is the nearest branch?,branch_locator,{}
Create standing instruction for EMI,standing_instruction,{}
How do I complete KYC?,kyc_update,{}
Reset my ATM PIN,pin_reset,{}
Request a new chequebook,request_chequebook,{}
What is today's forex rate for USD?,forex_inquiry,{}
What is today's forex rate for USD?,forex_inquiry,{}
Deactivate my credit card now,block_card,{}
"Forgot PIN, how to reset?",pin_reset,{}
Request a new chequebook,request_chequebook,{}
Add payee Rohit account 698520601,beneficiary_add,"{'account_number': '698520601', 'person': 'Rohit'}"
Reset my ATM PIN,pin_reset,{}
Add a beneficiary named Karan account 319285555,beneficiary_add,"{'account_number': '319285555', 'person': 'Karan'}"
There is an unauthorized transaction on my account,dispute_transaction,{}
Deactivate my credit card now,block_card,{}
Card not working,card_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Convert 100 USD to INR,forex_inquiry,{}
Show my recent card transactions,card_inquiry,{}
Pay 19531 for gas,pay_bill,"{'amount': '19531', 'bill_type': 'gas'}"
What is my account balance as on 19/04/2023,check_balance,{'date': '19/04/2023'}
Show account statement for 21/04/2024,statement_request,{'date': '21/04/2024'}
How can I open an account?,open_account,{}
What is the savings interest rate?,interest_rate,{}
Update email id,update_details,{}
I want to withdraw 59518,withdraw_money,{'amount': '59518'}
I want information about home loan,loan_inquiry,{'loan_type': 'home'}
I want to withdraw 29958,withdraw_money,{'amount': '29958'}
I want to dispute a transaction of ₹90265,dispute_transaction,{'amount': '90265'}
How to close my account?,close_account,{}
Show loan interest rates,loan_inquiry,{}
Show me branch hours for Bengaluru,branch_locator,{'location': 'Bengaluru'}
Send ₹89242 to Rohan today,transfer_money,"{'amount': '89242', 'person': 'Rohan'}"
Update my KYC documents,kyc_update,{}
Add payee Irfan account 710976933,beneficiary_add,"{'account_number': '710976933', 'person': 'Irfan'}"
Show account statement for 18/01/2026,statement_request,{'date': '18/01/2026'}
Locate branch in Thane,branch_locator,{'location': 'Thane'}
Add a beneficiary named Teja account 524388881,beneficiary_add,"{'account_number': '524388881', 'person': 'Teja'}"
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
How do I complete KYC?,kyc_update,{}
Open fixed deposit account,open_account,{}
Reset my ATM PIN,pin_reset,{}
What is the savings interest rate?,interest_rate,{}
"Forgot PIN, how to reset?",pin_reset,{}
Delete payee Irfan,beneficiary_remove,{'person': 'Irfan'}
What is today's forex rate for USD?,forex_inquiry,{}
Stop cheque number 424620,stop_cheque,{'cheque_number': '424620'}
There is an unauthorized transaction on my account,dispute_transaction,{}
I need my bank statement,statement_request,{}
Request a new chequebook,request_chequebook,{}
"Forgot PIN, how to reset?",pin_reset,{}
Show loan interest rates,loan_inquiry,{}
Tell me FD rates,interest_rate,{}
I want information about home loan,loan_inquiry,{'loan_type': 'home'}
Block my debit card,block_card,{}
I want to withdraw 75296,withdraw_money,{'amount': '75296'}
"Forgot PIN, how to reset?",pin_reset,{}
Update my KYC documents,kyc_update,{}
Close fixed deposit account,close_account,{}
Check cashback offers,cashback_inquiry,{}
Locate branch in Delhi,branch_locator,{'location': 'Delhi'}
Reset my ATM PIN,pin_reset,{}
How to close my account?,close_account,{}
Pay my gas bill of 53573,pay_bill,"{'amount': '53573', 'bill_type': 'gas'}"
Where is the nearest branch?,branch_locator,{}
I want information about home loan,loan_inquiry,{'loan_type': 'home'}
I want to change PIN,change_pin,{}
"Forgot PIN, how to reset?",pin_reset,{}
Open a new nri account,open_account,{'account_type': 'nri'}
Convert 100 USD to INR,forex_inquiry,{}
Block card ending with 7931,block_card,{'card_number': '7931'}
Tell me FD rates,interest_rate,{}
Show my recent card transactions,card_inquiry,{}
Set up a standing instruction to pay rent of 87161 monthly,standing_instruction,{'amount': '87161'}
Order cheque book for my account,request_chequebook,{}
Convert 100 USD to INR,forex_inquiry,{}
Transfer 9121 to account 91979690,transfer_money,"{'account_number': '91979690', 'amount': '9121'}"
What is today's forex rate for USD?,forex_inquiry,{}
Request a new chequebook,request_chequebook,{}
Update my KYC documents,kyc_update,{}
Set up a standing instruction to pay rent of 61671 monthly,standing_instruction,{'amount': '61671'}
Open YouTube,out_of_scope,{}
End chat,goodbye,{}
Please transfer 9589 to Maya's account 649590994,transfer_money,"{'account_number': '649590994', 'amount': '9589', 'person': 'Maya'}"
When is my EMI due?,loan_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Show my recent card transactions,card_inquiry,{}
Deposit 73435 to account 110383808,deposit_money,"{'account_number': '110383808', 'amount': '73435'}"
I need my bank statement,statement_request,{}
I need my bank statement,statement_request,{}
Play music,out_of_scope,{}
Pay 49409 for loan,pay_bill,"{'amount': '49409', 'bill_type': 'loan'}"
Block card ending with 7541,block_card,{'card_number': '7541'}
Tell me about my credit card status,card_inquiry,{}
Check available funds in my salary account,check_balance,{'account_type': 'salary'}
Create standing instruction for EMI,standing_instruction,{}
Set up a standing instruction to pay rent of 73101 monthly,standing_instruction,{'amount': '73101'}
Show loan interest rates,loan_inquiry,{}
Delete payee Ravi,beneficiary_remove,{'person': 'Ravi'}
Request a new chequebook,request_chequebook,{}
Deposit 29486 into my rd account,deposit_money,"{'account_type': 'rd', 'amount': '29486'}"
I need my bank statement,statement_request,{}
"I lost my card, block it immediately",block_card,{}
"Thank you, goodbye",goodbye,{}
When is my EMI due?,loan_inquiry,{}
"I lost my card, block it immediately",block_card,{}
Request a new chequebook,request_chequebook,{}
Reset my ATM PIN,pin_reset,{}
Create standing instruction for EMI,standing_instruction,{}
Check cashback offers,cashback_inquiry,{}
How to close my account?,close_account,{}
I want to withdraw ₹75506,withdraw_money,{'amount': '75506'}
Please stop cheque 787923,stop_cheque,{'cheque_number': '787923'}
How do I get cashback on my card?,cashback_inquiry,{}
Set up a standing instruction to pay rent of 78928 monthly,standing_instruction,{'amount': '78928'}
Close my fd account,close_account,{'account_type': 'fd'}
Please transfer ₹14421 to Priya's account 811524914,transfer_money,"{'account_number': '811524914', 'amount': '14421', 'person': 'Priya'}"
Open a new joint account,open_account,{'account_type': 'joint'}
Delete payee Neha,beneficiary_remove,{'person': 'Neha'}
Show loan interest rates,loan_inquiry,{}
Close my checking account,close_account,{'account_type': 'checking'}
Update email id,update_details,{}
Stop cheque number 877039,stop_cheque,{'cheque_number': '877039'}
How to close my account?,close_account,{}
I need my bank statement,statement_request,{}
Where is the nearest branch?,branch_locator,{}
Change my phone number,update_details,{}
Open YouTube,out_of_scope,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Transfer ₹84607 to account 457848178,transfer_money,"{'account_number': '457848178', 'amount': '84607'}"
"I lost my card, block it immediately",block_card,{}
Update email id,update_details,{}
Stop cheque number 632351,stop_cheque,{'cheque_number': '632351'}
Withdraw 92791 from ATM,withdraw_money,{'amount': '92791'}
Order cheque book for my account,request_chequebook,{}
See you later,goodbye,{}
I want to withdraw 67723,withdraw_money,{'amount': '67723'}
How do I complete KYC?,kyc_update,{}
Where is the nearest branch?,branch_locator,{}
How do I complete KYC?,kyc_update,{}
Delete payee Teja,beneficiary_remove,{'person': 'Teja'}
Check available funds in my joint account,check_balance,{'account_type': 'joint'}
There is an unauthorized transaction on my account,dispute_transaction,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Find branch near Kolkata,branch_locator,{'location': 'Kolkata'}
Tell me FD rates,interest_rate,{}
Reset my ATM PIN,pin_reset,{}
Pay mobile bill ₹29240 on 01/02/2026,pay_bill,"{'amount': '29240', 'date': '01/02/2026', 'bill_type': 'mobile'}"
Add a beneficiary named Anita account 727243573,beneficiary_add,"{'account_number': '727243573', 'person': 'Anita'}"
I want to dispute a transaction of 91829,dispute_transaction,{'amount': '91829'}
What is the savings interest rate?,interest_rate,{}
"Forgot PIN, how to reset?",pin_reset,{}
Reset my ATM PIN,pin_reset,{}
How do I complete KYC?,kyc_update,{}
Block my debit card,block_card,{}
Change my debit card PIN,change_pin,{}
Tell me about my credit card status,card_inquiry,{}
What is today's forex rate for USD?,forex_inquiry,{}
Change my phone number,update_details,{}
Open a new checking account,open_account,{'account_type': 'checking'}
Close my savings account,close_account,{'account_type': 'savings'}
When is my EMI due?,loan_inquiry,{}
Deposit salary of 88722,deposit_money,{'amount': '88722'}
Tell me a joke,out_of_scope,{}
Card not working,card_inquiry,{}
Stop cheque number 927564,stop_cheque,{'cheque_number': '927564'}
Create standing instruction for EMI,standing_instruction,{}
Deposit ₹81446 into my checking account,deposit_money,"{'account_type': 'checking', 'amount': '81446'}"
Add payee Vikram account 266348529,beneficiary_add,"{'account_number': '266348529', 'person': 'Vikram'}"
Update email id,update_details,{}
Request a new chequebook,request_chequebook,{}
How do I get cashback on my card?,cashback_inquiry,{}
Block card ending with 1770,block_card,{'card_number': '1770'}
Tell me about my credit card status,card_inquiry,{}
Check my debit card limit,card_inquiry,{}
Send me last 6 months statement,statement_request,{}
"Thank you, goodbye",goodbye,{}
Open YouTube,out_of_scope,{}
Pay my rent bill of 72095,pay_bill,"{'amount': '72095', 'bill_type': 'rent'}"
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
Remove beneficiary Ravi,beneficiary_remove,{'person': 'Ravi'}
How do I get cashback on my card?,cashback_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Block my debit card,block_card,{}
Change my phone number,update_details,{}
Deposit ₹10201 to account 476550243,deposit_money,"{'account_number': '476550243', 'amount': '10201'}"
What is my account balance as on 23/03/2025,check_balance,{'date': '23/03/2025'}
Open fixed deposit account,open_account,{}
I need my bank statement,statement_request,{}
Deposit ₹90623 into my checking account,deposit_money,"{'account_type': 'checking', 'amount': '90623'}"
Request a new chequebook,request_chequebook,{}
Withdraw 73323 from ATM,withdraw_money,{'amount': '73323'}
Block my debit card,block_card,{}
Check my debit card limit,card_inquiry,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Show me branch hours for Kolkata,branch_locator,{'location': 'Kolkata'}
I want to change PIN,change_pin,{}
Show balance of account 377274595,check_balance,{'account_number': '377274595'}
Change my debit card PIN,change_pin,{}
Tell me about my credit card status,card_inquiry,{}
End chat,goodbye,{}
Show loan interest rates,loan_inquiry,{}
Withdraw 88269 from my rd account,withdraw_money,"{'account_type': 'rd', 'amount': '88269'}"
Tell me FD rates,interest_rate,{}
Pay loan bill ₹37812 on 18/12/2026,pay_bill,"{'amount': '37812', 'date': '18/12/2026', 'bill_type': 'loan'}"
Pay my internet bill of 4981,pay_bill,"{'amount': '4981', 'bill_type': 'internet'}"
Show my account balance,check_balance,{}
Show balance of account 253517570,check_balance,{'account_number': '253517570'}
Request a new chequebook,request_chequebook,{}
Update my KYC documents,kyc_update,{}
Create standing instruction for EMI,standing_instruction,{}
When is my EMI due?,loan_inquiry,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Close my salary account,close_account,{'account_type': 'salary'}
Reset my ATM PIN,pin_reset,{}
Send 22721 to Irfan today,transfer_money,"{'amount': '22721', 'person': 'Irfan'}"
Change my debit card PIN,change_pin,{}
Request a new chequebook,request_chequebook,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
I want to withdraw 66519,withdraw_money,{'amount': '66519'}
Pay my subscription bill of ₹27152,pay_bill,"{'amount': '27152', 'bill_type': 'subscription'}"
Withdraw 67004 from ATM,withdraw_money,{'amount': '67004'}
Remove beneficiary Maya,beneficiary_remove,{'person': 'Maya'}
Delete payee Teja,beneficiary_remove,{'person': 'Teja'}
